wc -l	Sample	seq count
1455516	MCT_f_0060_S269_R1_001.fastq	363879
1113776	MCT_f_0061_S254_R1_001.fastq	278444
3998924	MCT_f_0063_S495_R1_001.fastq	999731
55952	MCT_f_0064_S90_R1_001.fastq	13988
2822492	MCT_f_0065_S22_R1_001.fastq	705623
4479600	MCT_f_0066_S313_R1_001.fastq	1119900
3542676	MCT_f_0067_S430_R1_001.fastq	885669
1766152	MCT_f_0068_S350_R1_001.fastq	441538
3036060	MCT_f_0069_S325_R1_001.fastq	759015
1475432	MCT_f_0070_S284_R1_001.fastq	368858
2606928	MCT_f_0071_S63_R1_001.fastq	651732
4192856	MCT_f_0072_S400_R1_001.fastq	1048214
1505856	MCT_f_0074_S262_R1_001.fastq	376464
2569956	MCT_f_0075_S224_R1_001.fastq	642489
1837364	MCT_f_0076_S186_R1_001.fastq	459341
2486108	MCT_f_0077_S45_R1_001.fastq	621527
150480	MCT_f_0078_S99_R1_001.fastq	37620
2644992	MCT_f_0080_S403_R1_001.fastq	661248
2199652	MCT_f_0081_S220_R1_001.fastq	549913
1890512	MCT_f_0083_S214_R1_001.fastq	472628
428048	MCT_f_0085_S183_R1_001.fastq	107012
2433608	MCT_f_0086_S271_R1_001.fastq	608402
2344348	MCT_f_0089_S399_R1_001.fastq	586087
3651288	MCT_f_0091_S494_R1_001.fastq	912822
1160872	MCT_f_0094_S519_R1_001.fastq	290218
2478660	MCT_f_0095_S538_R1_001.fastq	619665
643900	MCT_f_0096_S470_R1_001.fastq	160975
1432872	MCT_f_0098_S77_R1_001.fastq	358218
608	MCT_f_0099_S112_R1_001.fastq	152
6724	MCT_f_0102_S299_R1_001.fastq	1681
3292476	MCT_f_0103_S10_R1_001.fastq	823119
2850636	MCT_f_0104_S176_R1_001.fastq	712659
3243648	MCT_f_0106_S536_R1_001.fastq	810912
4067816	MCT_f_0107_S395_R1_001.fastq	1016954
3526976	MCT_f_0108_S291_R1_001.fastq	881744
3519844	MCT_f_0109_S40_R1_001.fastq	879961
109328	MCT_f_0110_S113_R1_001.fastq	27332
536688	MCT_f_0111_S243_R1_001.fastq	134172
2946216	MCT_f_0112_S333_R1_001.fastq	736554
631088	MCT_f_0113_S189_R1_001.fastq	157772
1189532	MCT_f_0114_S342_R1_001.fastq	297383
3850572	MCT_f_0115_S302_R1_001.fastq	962643
1690536	MCT_f_0116_S86_R1_001.fastq	422634
3419256	MCT_f_0117_S503_R1_001.fastq	854814
3848296	MCT_f_0118_S293_R1_001.fastq	962074
4177044	MCT_f_0119_S16_R1_001.fastq	1044261
3721580	MCT_f_0120_S336_R1_001.fastq	930395
1734488	MCT_f_0121_S219_R1_001.fastq	433622
3911884	MCT_f_0122_S60_R1_001.fastq	977971
1453136	MCT_f_0123_S484_R1_001.fastq	363284
5505372	MCT_f_0124_S295_R1_001.fastq	1376343
1712	MCT_f_0125_S143_R1_001.fastq	428
323548	MCT_f_0126_S166_R1_001.fastq	80887
129668	MCT_f_0127_S129_R1_001.fastq	32417
942716	MCT_f_0128_S437_R1_001.fastq	235679
239348	MCT_f_0129_S199_R1_001.fastq	59837
4797432	MCT_f_0130_S292_R1_001.fastq	1199358
22868	MCT_f_0131_S123_R1_001.fastq	5717
173520	MCT_f_0132_S100_R1_001.fastq	43380
1322592	MCT_f_0133_S486_R1_001.fastq	330648
2905372	MCT_f_0134_S466_R1_001.fastq	726343
980972	MCT_f_0135_S197_R1_001.fastq	245243
142444	MCT_f_0136_S145_R1_001.fastq	35611
2055032	MCT_f_0137_S380_R1_001.fastq	513758
3522096	MCT_f_0138_S504_R1_001.fastq	880524
4278696	MCT_f_0139_S341_R1_001.fastq	1069674
2543432	MCT_f_0141_S447_R1_001.fastq	635858
1607112	MCT_f_0142_S452_R1_001.fastq	401778
2153884	MCT_f_0143_S474_R1_001.fastq	538471
2253680	MCT_f_0144_S20_R1_001.fastq	563420
3091308	MCT_f_0145_S43_R1_001.fastq	772827
346280	MCT_f_0146_S153_R1_001.fastq	86570
3244	MCT_f_0147_S160_R1_001.fastq	811
2421212	MCT_f_0148_S42_R1_001.fastq	605303
2757584	MCT_f_0149_S84_R1_001.fastq	689396
405072	MCT_f_0150_S106_R1_001.fastq	101268
453816	MCT_f_0151_S421_R1_001.fastq	113454
2284708	MCT_f_0152_S62_R1_001.fastq	571177
751108	MCT_f_0153_S240_R1_001.fastq	187777
2790484	MCT_f_0154_S465_R1_001.fastq	697621
3085824	MCT_f_0155_S490_R1_001.fastq	771456
293976	MCT_f_0156_S165_R1_001.fastq	73494
86140	MCT_f_0157_S180_R1_001.fastq	21535
3134292	MCT_f_0158_S30_R1_001.fastq	783573
983376	MCT_f_0159_S523_R1_001.fastq	245844
1823836	MCT_f_0160_S231_R1_001.fastq	455959
2042344	MCT_f_0161_S260_R1_001.fastq	510586
2893800	MCT_f_0162_S301_R1_001.fastq	723450
4164012	MCT_f_0163_S334_R1_001.fastq	1041003
3316	MCT_f_0164_S272_R1_001.fastq	829
123400	MCT_f_0165_S458_R1_001.fastq	30850
2303380	MCT_f_0166_S478_R1_001.fastq	575845
8072	MCT_f_0167_S126_R1_001.fastq	2018
720244	MCT_f_0168_S349_R1_001.fastq	180061
3267208	MCT_f_0169_S351_R1_001.fastq	816802
632900	MCT_f_0170_S241_R1_001.fastq	158225
860	MCT_f_0171_S191_R1_001.fastq	215
568	MCT_f_0172_S148_R1_001.fastq	142
3128320	MCT_f_0173_S391_R1_001.fastq	782080
3064780	MCT_f_0174_S88_R1_001.fastq	766195
1471300	MCT_f_0176_S274_R1_001.fastq	367825
47656	MCT_f_0177_S511_R1_001.fastq	11914
4146468	MCT_f_0178_S310_R1_001.fastq	1036617
37440	MCT_f_0179_S103_R1_001.fastq	9360
4384760	MCT_f_0180_S377_R1_001.fastq	1096190
4096396	MCT_f_0181_S58_R1_001.fastq	1024099
2018000	MCT_f_0182_S26_R1_001.fastq	504500
2218496	MCT_f_0183_S211_R1_001.fastq	554624
2575072	MCT_f_0184_S68_R1_001.fastq	643768
1286012	MCT_f_0185_S235_R1_001.fastq	321503
3299424	MCT_f_0186_S394_R1_001.fastq	824856
369180	MCT_f_0187_S438_R1_001.fastq	92295
2543376	MCT_f_0188_S321_R1_001.fastq	635844
3313092	MCT_f_0189_S404_R1_001.fastq	828273
1942616	MCT_f_0190_S221_R1_001.fastq	485654
4189480	MCT_f_0191_S374_R1_001.fastq	1047370
2536952	MCT_f_0192_S355_R1_001.fastq	634238
2205212	MCT_f_0193_S510_R1_001.fastq	551303
1142260	MCT_f_0194_S172_R1_001.fastq	285565
2830772	MCT_f_0195_S406_R1_001.fastq	707693
3114204	MCT_f_0196_S23_R1_001.fastq	778551
565268	MCT_f_0197_S175_R1_001.fastq	141317
17352	MCT_f_0198_S162_R1_001.fastq	4338
121604	MCT_f_0199_S193_R1_001.fastq	30401
3299796	MCT_f_0200_S473_R1_001.fastq	824949
391344	MCT_f_0201_S397_R1_001.fastq	97836
1622532	MCT_f_0202_S29_R1_001.fastq	405633
3596760	MCT_f_0203_S308_R1_001.fastq	899190
2691448	MCT_f_0204_S92_R1_001.fastq	672862
1646520	MCT_f_0206_S449_R1_001.fastq	411630
40164	MCT_f_0208_S492_R1_001.fastq	10041
1154940	MCT_f_0209_S200_R1_001.fastq	288735
395548	MCT_f_0211_S354_R1_001.fastq	98887
18736	MCT_f_0213_S109_R1_001.fastq	4684
1357416	MCT_f_0214_S114_R1_001.fastq	339354
2645660	MCT_f_0215_S15_R1_001.fastq	661415
3602420	MCT_f_0216_S300_R1_001.fastq	900605
3465436	MCT_f_0218_S314_R1_001.fastq	866359
2537496	MCT_f_0219_S468_R1_001.fastq	634374
3693752	MCT_f_0220_S533_R1_001.fastq	923438
20348	MCT_f_0221_S107_R1_001.fastq	5087
819336	MCT_f_0222_S258_R1_001.fastq	204834
2360288	MCT_f_0223_S285_R1_001.fastq	590072
673796	MCT_f_0224_S528_R1_001.fastq	168449
1757912	MCT_f_0225_S268_R1_001.fastq	439478
1137420	MCT_f_0226_S467_R1_001.fastq	284355
699692	MCT_f_0227_S337_R1_001.fastq	174923
800952	MCT_f_0228_S104_R1_001.fastq	200238
2931556	MCT_f_0229_S80_R1_001.fastq	732889
1181992	MCT_f_0230_S256_R1_001.fastq	295498
4302664	MCT_f_0231_S320_R1_001.fastq	1075666
4659732	MCT_f_0232_S322_R1_001.fastq	1164933
2149892	MCT_f_0233_S242_R1_001.fastq	537473
1378356	MCT_f_0234_S234_R1_001.fastq	344589
3101248	MCT_f_0235_S52_R1_001.fastq	775312
20716	MCT_f_0236_S111_R1_001.fastq	5179
331532	MCT_f_0237_S184_R1_001.fastq	82883
971872	MCT_f_0238_S288_R1_001.fastq	242968
125012	MCT_f_0240_S257_R1_001.fastq	31253
2438988	MCT_f_0241_S223_R1_001.fastq	609747
5032	MCT_f_0242_S134_R1_001.fastq	1258
1875092	MCT_f_0243_S311_R1_001.fastq	468773
876	MCT_f_0244_S155_R1_001.fastq	219
1759956	MCT_f_0245_S48_R1_001.fastq	439989
4239252	MCT_f_0247_S331_R1_001.fastq	1059813
191476	MCT_f_0248_S444_R1_001.fastq	47869
2219320	MCT_f_0249_S31_R1_001.fastq	554830
3929104	MCT_f_0250_S423_R1_001.fastq	982276
3351064	MCT_f_0252_S392_R1_001.fastq	837766
16440	MCT_f_0253_S329_R1_001.fastq	4110
1590956	MCT_f_0254_S252_R1_001.fastq	397739
2041032	MCT_f_0255_S24_R1_001.fastq	510258
1999476	MCT_f_0256_S525_R1_001.fastq	499869
4014308	MCT_f_0258_S75_R1_001.fastq	1003577
3482684	MCT_f_0259_S318_R1_001.fastq	870671
597140	MCT_f_0260_S73_R1_001.fastq	149285
3130168	MCT_f_0261_S327_R1_001.fastq	782542
1100664	MCT_f_0263_S44_R1_001.fastq	275166
3182728	MCT_f_0264_S346_R1_001.fastq	795682
1456952	MCT_f_0265_S273_R1_001.fastq	364238
433828	MCT_f_0266_S128_R1_001.fastq	108457
2028452	MCT_f_0267_S496_R1_001.fastq	507113
146620	MCT_f_0268_S443_R1_001.fastq	36655
1089252	MCT_f_0269_S462_R1_001.fastq	272313
19420	MCT_f_0270_S512_R1_001.fastq	4855
3853072	MCT_f_0271_S304_R1_001.fastq	963268
664732	MCT_f_0272_S442_R1_001.fastq	166183
3335344	MCT_f_0273_S9_R1_001.fastq	833836
181780	MCT_f_0274_S182_R1_001.fastq	45445
826096	MCT_f_0275_S368_R1_001.fastq	206524
572232	MCT_f_0277_S469_R1_001.fastq	143058
933832	MCT_f_0290_S440_R1_001.fastq	233458
306696	MCT_f_0291_S188_R1_001.fastq	76674
2880728	MCT_f_0292_S17_R1_001.fastq	720182
324740	MCT_f_0293_S137_R1_001.fastq	81185
504220	MCT_f_0294_S360_R1_001.fastq	126055
3489308	MCT_f_0295_S381_R1_001.fastq	872327
118680	MCT_f_0296_S177_R1_001.fastq	29670
2177868	MCT_f_0297_S27_R1_001.fastq	544467
1636576	MCT_f_0298_S47_R1_001.fastq	409144
621344	MCT_f_0299_S198_R1_001.fastq	155336
4361656	MCT_f_0300_S315_R1_001.fastq	1090414
652208	MCT_f_0301_S151_R1_001.fastq	163052
3192204	MCT_f_0302_S499_R1_001.fastq	798051
2002664	MCT_f_0303_S85_R1_001.fastq	500666
981968	MCT_f_0304_S32_R1_001.fastq	245492
2235648	MCT_f_0305_S275_R1_001.fastq	558912
848348	MCT_f_0306_S65_R1_001.fastq	212087
1235336	MCT_f_0307_S225_R1_001.fastq	308834
1547244	MCT_f_0308_S509_R1_001.fastq	386811
1355652	MCT_f_0310_S283_R1_001.fastq	338913
2469532	MCT_f_0311_S493_R1_001.fastq	617383
3507900	MCT_f_0312_S330_R1_001.fastq	876975
1799932	MCT_f_0313_S3_R1_001.fastq	449983
1950544	MCT_f_0314_S11_R1_001.fastq	487636
3232936	MCT_f_0315_S419_R1_001.fastq	808234
2742796	MCT_f_0316_S21_R1_001.fastq	685699
6772	MCT_f_0317_S521_R1_001.fastq	1693
3655448	MCT_f_0318_S418_R1_001.fastq	913862
5509896	MCT_f_0319_S76_R1_001.fastq	1377474
165688	MCT_f_0320_S138_R1_001.fastq	41422
1995560	MCT_f_0321_S410_R1_001.fastq	498890
2693420	MCT_f_0322_S324_R1_001.fastq	673355
3216284	MCT_f_0323_S307_R1_001.fastq	804071
3235484	MCT_f_0325_S401_R1_001.fastq	808871
3841440	MCT_f_0326_S81_R1_001.fastq	960360
2577220	MCT_f_0327_S427_R1_001.fastq	644305
2277816	MCT_f_0329_S36_R1_001.fastq	569454
1715920	MCT_f_0330_S479_R1_001.fastq	428980
1670688	MCT_f_0331_S33_R1_001.fastq	417672
4199500	MCT_f_0334_S316_R1_001.fastq	1049875
5562736	MCT_f_0335_S74_R1_001.fastq	1390684
1912480	MCT_f_0336_S208_R1_001.fastq	478120
1582720	MCT_f_0337_S246_R1_001.fastq	395680
1591880	MCT_f_0338_S1_R1_001.fastq	397970
890112	MCT_f_0340_S116_R1_001.fastq	222528
92384	MCT_f_0341_S171_R1_001.fastq	23096
1946112	MCT_f_0344_S213_R1_001.fastq	486528
1829760	MCT_f_0345_S61_R1_001.fastq	457440
5284556	MCT_f_0346_S82_R1_001.fastq	1321139
2046692	MCT_f_0347_S396_R1_001.fastq	511673
526504	MCT_f_0348_S255_R1_001.fastq	131626
1899060	MCT_f_0349_S518_R1_001.fastq	474765
627616	MCT_f_0350_S448_R1_001.fastq	156904
1869680	MCT_f_0351_S212_R1_001.fastq	467420
1364568	MCT_f_0352_S264_R1_001.fastq	341142
276740	MCT_f_0353_S121_R1_001.fastq	69185
1181396	MCT_f_0354_S13_R1_001.fastq	295349
1200520	MCT_f_0355_S248_R1_001.fastq	300130
1234752	MCT_f_0356_S118_R1_001.fastq	308688
3290968	MCT_f_0357_S93_R1_001.fastq	822742
85328	MCT_f_0358_S117_R1_001.fastq	21332
1538436	MCT_f_0359_S364_R1_001.fastq	384609
1889696	MCT_f_0360_S491_R1_001.fastq	472424
671960	MCT_f_0361_S455_R1_001.fastq	167990
4907076	MCT_f_0362_S297_R1_001.fastq	1226769
1700720	MCT_f_0363_S270_R1_001.fastq	425180
3104504	MCT_f_0364_S55_R1_001.fastq	776126
2917700	MCT_f_0365_S66_R1_001.fastq	729425
2612276	MCT_f_0366_S433_R1_001.fastq	653069
1881804	MCT_f_0368_S228_R1_001.fastq	470451
1348120	MCT_f_0369_S49_R1_001.fastq	337030
12792	MCT_f_0370_S147_R1_001.fastq	3198
378380	MCT_f_0371_S516_R1_001.fastq	94595
22168	MCT_f_0372_S168_R1_001.fastq	5542
19920	MCT_f_0373_S434_R1_001.fastq	4980
4487968	MCT_f_0374_S94_R1_001.fastq	1121992
459232	MCT_f_0375_S141_R1_001.fastq	114808
331820	MCT_f_0376_S513_R1_001.fastq	82955
595612	MCT_f_0377_S384_R1_001.fastq	148903
3962892	MCT_f_0378_S507_R1_001.fastq	990723
1581308	MCT_f_0379_S356_R1_001.fastq	395327
864116	MCT_f_0380_S196_R1_001.fastq	216029
4306156	MCT_f_0381_S46_R1_001.fastq	1076539
372276	MCT_f_0382_S441_R1_001.fastq	93069
3155188	MCT_f_0383_S14_R1_001.fastq	788797
748372	MCT_f_0384_S535_R1_001.fastq	187093
496556	MCT_f_0385_S140_R1_001.fastq	124139
275920	MCT_f_0386_S517_R1_001.fastq	68980
1190372	MCT_f_0387_S187_R1_001.fastq	297593
3569176	MCT_f_0388_S375_R1_001.fastq	892294
6384	MCT_f_0389_S98_R1_001.fastq	1596
3934480	MCT_f_0390_S405_R1_001.fastq	983620
887576	MCT_f_0391_S161_R1_001.fastq	221894
814252	MCT_f_0392_S282_R1_001.fastq	203563
4356476	MCT_f_0393_S83_R1_001.fastq	1089119
2884152	MCT_f_0394_S131_R1_001.fastq	721038
1757308	MCT_f_0395_S267_R1_001.fastq	439327
4834300	MCT_f_0396_S78_R1_001.fastq	1208575
1309264	MCT_f_0397_S239_R1_001.fastq	327316
73348	MCT_f_0398_S170_R1_001.fastq	18337
411136	MCT_f_0399_S344_R1_001.fastq	102784
2549160	MCT_f_0400_S54_R1_001.fastq	637290
861676	MCT_f_0402_S149_R1_001.fastq	215419
3079160	MCT_f_0403_S476_R1_001.fastq	769790
476932	MCT_f_0404_S475_R1_001.fastq	119233
4167424	MCT_f_0405_S91_R1_001.fastq	1041856
1433928	MCT_f_0406_S471_R1_001.fastq	358482
16424	MCT_f_0407_S122_R1_001.fastq	4106
3688092	MCT_f_0408_S506_R1_001.fastq	922023
102060	MCT_f_0409_S201_R1_001.fastq	25515
1820544	MCT_f_0410_S70_R1_001.fastq	455136
251596	MCT_f_0411_S102_R1_001.fastq	62899
3012752	MCT_f_0412_S34_R1_001.fastq	753188
12812	MCT_f_0413_S367_R1_001.fastq	3203
2914240	MCT_f_0414_S426_R1_001.fastq	728560
1546380	MCT_f_0415_S280_R1_001.fastq	386595
1418132	MCT_f_0416_S454_R1_001.fastq	354533
2060912	MCT_f_0417_S250_R1_001.fastq	515228
125080	MCT_f_0418_S125_R1_001.fastq	31270
1473896	MCT_f_0419_S236_R1_001.fastq	368474
90160	MCT_f_0420_S105_R1_001.fastq	22540
3246812	MCT_f_0421_S431_R1_001.fastq	811703
666564	MCT_f_0422_S12_R1_001.fastq	166641
2838824	MCT_f_0423_S209_R1_001.fastq	709706
3466092	MCT_f_0424_S385_R1_001.fastq	866523
506848	MCT_f_0425_S204_R1_001.fastq	126712
2619392	MCT_f_0426_S312_R1_001.fastq	654848
2652508	MCT_f_0427_S18_R1_001.fastq	663127
4180844	MCT_f_0428_S303_R1_001.fastq	1045211
1997932	MCT_f_0429_S8_R1_001.fastq	499483
2929696	MCT_f_0430_S425_R1_001.fastq	732424
1709056	MCT_f_0431_S210_R1_001.fastq	427264
3581156	MCT_f_0432_S365_R1_001.fastq	895289
457364	MCT_f_0433_S233_R1_001.fastq	114341
2327988	MCT_f_0434_S477_R1_001.fastq	581997
345244	MCT_f_0435_S514_R1_001.fastq	86311
4184	MCT_f_0436_S144_R1_001.fastq	1046
3370564	MCT_f_0437_S306_R1_001.fastq	842641
5141824	MCT_f_0438_S298_R1_001.fastq	1285456
3289124	MCT_f_0439_S501_R1_001.fastq	822281
2498916	MCT_f_0440_S414_R1_001.fastq	624729
2486436	MCT_f_0441_S373_R1_001.fastq	621609
3316140	MCT_f_0442_S417_R1_001.fastq	829035
3685908	MCT_f_0443_S508_R1_001.fastq	921477
584984	MCT_f_0444_S217_R1_001.fastq	146246
4056940	MCT_f_0445_S326_R1_001.fastq	1014235
3989384	MCT_f_0446_S323_R1_001.fastq	997346
3892236	MCT_f_0447_S529_R1_001.fastq	973059
177316	MCT_f_0449_S229_R1_001.fastq	44329
2159176	MCT_f_0450_S222_R1_001.fastq	539794
8660	MCT_f_0451_S124_R1_001.fastq	2165
85668	MCT_f_0452_S348_R1_001.fastq	21417
2126208	MCT_f_0453_S456_R1_001.fastq	531552
1956	MCT_f_0454_S97_R1_001.fastq	489
1693796	MCT_f_0455_S460_R1_001.fastq	423449
4019944	MCT_f_0456_S319_R1_001.fastq	1004986
4274780	MCT_f_0457_S305_R1_001.fastq	1068695
3152396	MCT_f_0458_S53_R1_001.fastq	788099
2658600	MCT_f_0459_S4_R1_001.fastq	664650
912560	MCT_f_0460_S386_R1_001.fastq	228140
422652	MCT_f_0461_S520_R1_001.fastq	105663
1098096	MCT_f_0462_S422_R1_001.fastq	274524
1974700	MCT_f_0463_S216_R1_001.fastq	493675
5152320	MCT_f_0464_S59_R1_001.fastq	1288080
10652	MCT_f_0465_S459_R1_001.fastq	2663
2173284	MCT_f_0467_S119_R1_001.fastq	543321
5580	MCT_f_0468_S108_R1_001.fastq	1395
554080	MCT_f_0470_S483_R1_001.fastq	138520
3212580	MCT_f_0472_S89_R1_001.fastq	803145
1446888	MCT_f_0473_S472_R1_001.fastq	361722
809020	MCT_f_0475_S174_R1_001.fastq	202255
3004268	MCT_f_0476_S64_R1_001.fastq	751067
180056	MCT_f_0477_S178_R1_001.fastq	45014
2949444	MCT_f_0481_S415_R1_001.fastq	737361
3598416	MCT_f_0482_S435_R1_001.fastq	899604
2068292	MCT_f_0486_S251_R1_001.fastq	517073
225212	MCT_f_0488_S237_R1_001.fastq	56303
2423876	MCT_f_0489_S461_R1_001.fastq	605969
4433396	MCT_f_0492_S309_R1_001.fastq	1108349
981720	MCT_f_0494_S206_R1_001.fastq	245430
636208	MCT_f_0495_S202_R1_001.fastq	159052
969060	MCT_f_0511_S488_R1_001.fastq	242265
3585428	MCT_f_0512_S424_R1_001.fastq	896357
1022956	MCT_f_0513_S207_R1_001.fastq	255739
3952408	MCT_f_0514_S416_R1_001.fastq	988102
399708	MCT_f_0515_S436_R1_001.fastq	99927
702680	MCT_f_0516_S115_R1_001.fastq	175670
739360	MCT_f_0517_S259_R1_001.fastq	184840
3629324	MCT_f_0519_S428_R1_001.fastq	907331
3785756	MCT_f_0520_S362_R1_001.fastq	946439
1193184	MCT_f_0522_S142_R1_001.fastq	298296
85400	MCT_f_0523_S101_R1_001.fastq	21350
3886664	MCT_f_0524_S534_R1_001.fastq	971666
3312008	MCT_f_0525_S378_R1_001.fastq	828002
9704	MCT_f_0526_S159_R1_001.fastq	2426
317588	MCT_f_0527_S497_R1_001.fastq	79397
3764944	MCT_f_0528_S328_R1_001.fastq	941236
1318212	MCT_f_0529_S245_R1_001.fastq	329553
839652	MCT_f_0530_S127_R1_001.fastq	209913
358360	MCT_f_0531_S339_R1_001.fastq	89590
3551200	MCT_f_0532_S480_R1_001.fastq	887800
2156400	MCT_f_0533_S57_R1_001.fastq	539100
1838208	MCT_f_0534_S489_R1_001.fastq	459552
1932076	MCT_f_0535_S343_R1_001.fastq	483019
177156	MCT_f_0536_S146_R1_001.fastq	44289
96636	MCT_f_0537_S485_R1_001.fastq	24159
1347456	MCT_f_0538_S279_R1_001.fastq	336864
3082320	MCT_f_0539_S412_R1_001.fastq	770580
4081584	MCT_f_0540_S79_R1_001.fastq	1020396
2707356	MCT_f_0541_S407_R1_001.fastq	676839
382200	MCT_f_0542_S5_R1_001.fastq	95550
3211528	MCT_f_0543_S96_R1_001.fastq	802882
1317812	MCT_f_0544_S249_R1_001.fastq	329453
56760	MCT_f_0545_S135_R1_001.fastq	14190
285952	MCT_f_0546_S157_R1_001.fastq	71488
616196	MCT_f_0547_S481_R1_001.fastq	154049
50084	MCT_f_0548_S156_R1_001.fastq	12521
5553740	MCT_f_0549_S294_R1_001.fastq	1388435
41852	MCT_f_0550_S150_R1_001.fastq	10463
2358992	MCT_f_0551_S39_R1_001.fastq	589748
3451192	MCT_f_0552_S357_R1_001.fastq	862798
2137048	MCT_f_0553_S376_R1_001.fastq	534262
3606760	MCT_f_0554_S332_R1_001.fastq	901690
784280	MCT_f_0555_S281_R1_001.fastq	196070
4043136	MCT_f_0556_S358_R1_001.fastq	1010784
3933336	MCT_f_0557_S19_R1_001.fastq	983334
2466556	MCT_f_0558_S532_R1_001.fastq	616639
1660084	MCT_f_0559_S37_R1_001.fastq	415021
3011568	MCT_f_0560_S526_R1_001.fastq	752892
195640	MCT_f_0561_S120_R1_001.fastq	48910
102280	MCT_f_0562_S167_R1_001.fastq	25570
2420720	MCT_f_0564_S338_R1_001.fastq	605180
1947772	MCT_f_0565_S67_R1_001.fastq	486943
2789668	MCT_f_0566_S35_R1_001.fastq	697417
1868172	MCT_f_0567_S95_R1_001.fastq	467043
3724064	MCT_f_0568_S502_R1_001.fastq	931016
2971236	MCT_f_0570_S317_R1_001.fastq	742809
49076	MCT_f_0572_S393_R1_001.fastq	12269
1351096	MCT_f_0573_S347_R1_001.fastq	337774
1017460	MCT_f_0574_S173_R1_001.fastq	254365
1790328	MCT_f_0575_S335_R1_001.fastq	447582
440448	MCT_f_0577_S263_R1_001.fastq	110112
1839820	MCT_f_0578_S383_R1_001.fastq	459955
203476	MCT_f_0579_S181_R1_001.fastq	50869
1121620	MCT_f_0580_S152_R1_001.fastq	280405
1800928	MCT_f_0581_S340_R1_001.fastq	450232
1377052	MCT_f_0582_S215_R1_001.fastq	344263
1169268	MCT_f_0583_S205_R1_001.fastq	292317
175604	MCT_f_0585_S136_R1_001.fastq	43901
3206792	MCT_f_0586_S402_R1_001.fastq	801698
3671460	MCT_f_0587_S369_R1_001.fastq	917865
252416	MCT_f_0588_S450_R1_001.fastq	63104
4679624	MCT_f_0590_S289_R1_001.fastq	1169906
5125296	MCT_f_0592_S370_R1_001.fastq	1281324
3161332	MCT_f_0593_S445_R1_001.fastq	790333
82452	MCT_f_0594_S537_R1_001.fastq	20613
2952764	MCT_f_0595_S531_R1_001.fastq	738191
