#taxonomy	MCTs01	MCTs03	MCTs04	MCTs05	MCTs06	MCTs07	MCTs08	MCTs09	MCTs10	MCTs11	MCTs12	MCTs13	MCTs14	MCTs15	MCTs16	MCTs18	MCTs19	MCTs20	MCTs21	MCTs22	MCTs23	MCTs24	MCTs25	MCTs26	MCTs27	MCTs28	MCTs29	MCTs31	MCTs32	MCTs33	MCTs34	MCTs35	MCTs36	MCTs37
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnoclostridium;s__[Clostridium] asparagiforme	1	6	5	0	1	2	0	2	2	1	0	3	2	0	1	0	0	2	0	1	1	0	1	1	6	7	2	1	1	0	3	2	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides salanitronis	1	1	17	0	1	0	0	1	2	1	1	0	3	0	0	0	5	1	5	0	2	3	0	1	0	1	1	0	2	0	0	0	8	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Provencibacterium;s__Provencibacterium massiliense	0	0	0	0	11	1	0	11	11	0	0	10	1	0	1	0	0	0	0	0	1	0	0	0	0	0	4	1	1	0	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Desulfovibrio;s__Desulfovibrio piger	0	0	0	0	25	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes sp. CHKCI003	2	9	0	0	0	6	0	4	2	1	0	1	3	12	1	0	0	4	2	2	3	0	0	0	0	0	2	0	0	0	0	0	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes sp. Marseille-P2431	1	5	0	0	1	4	4	0	1	1	0	11	1	1	5	0	0	5	0	2	6	1	0	0	0	1	0	0	0	0	2	0	1	0
k__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter;NA	6	1	2	0	4	1	0	1	0	0	0	0	1	3	0	6	9	0	2	1	0	0	0	1	0	5	4	1	2	0	1	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Tyzzerella;s__[Clostridium] lactatifermentans	1	1	0	0	3	2	0	1	1	0	5	0	0	1	1	2	23	1	0	0	1	0	0	0	1	0	2	0	1	0	0	0	1	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Eisenbergiella;s__Eisenbergiella tayi	1	6	1	0	2	2	0	0	1	2	3	2	1	0	2	0	2	4	0	1	0	1	0	1	1	9	2	1	2	0	3	0	0	0
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Eggerthellales;f__Eggerthellaceae;g__Gordonibacter;s__Gordonibacter pamelaeae	2	1	1	3	1	1	0	1	1	0	1	1	0	4	0	0	1	0	0	1	1	2	0	1	0	15	1	0	3	1	6	1	0	0
k__Bacteria;p__Firmicutes;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Acidaminococcus;NA	11	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	17	0	0	0	0	0	1	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Blautia;s__Blautia sp. Marseille-P3087	1	1	1	0	8	1	0	1	1	2	1	0	5	1	1	1	1	1	1	1	1	1	0	1	0	2	6	3	2	2	2	1	0	0
k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Holdemania;s__Holdemania filiformis	2	1	1	0	2	1	0	1	1	5	9	0	2	1	1	0	2	1	1	1	0	1	1	1	1	3	1	1	2	0	1	1	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnoclostridium;s__[Clostridium] lavalense	0	2	2	4	2	2	1	1	0	0	0	6	1	1	2	11	2	0	0	1	0	0	0	1	2	0	0	1	2	1	1	0	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides faecichinchillae	13	0	3	0	1	0	2	2	0	0	1	4	1	0	0	1	3	0	0	1	1	1	1	0	1	1	1	0	1	1	1	0	1	1
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Neglecta;s__Neglecta timonensis	1	1	3	1	1	0	0	1	1	1	0	5	0	0	4	0	0	1	0	1	2	0	0	0	2	5	7	0	5	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiales Family XIII. Incertae Sedis;g__Emergencia;s__Emergencia timonensis	0	1	1	0	2	1	0	0	1	1	1	0	1	1	1	1	1	1	1	0	0	0	1	1	12	3	2	6	1	0	2	1	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides barnesiae	0	0	0	0	1	1	0	0	2	0	2	0	3	11	9	0	0	3	3	0	0	2	0	0	0	1	0	0	0	1	0	0	0	1
k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Faecalitalea;s__Faecalitalea cylindroides	1	1	1	0	2	1	0	1	2	0	0	0	5	2	0	0	1	1	1	0	1	0	0	1	2	4	5	3	3	1	2	0	1	0
k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__;s__Erysipelotrichaceae bacterium 6_1_45	1	1	0	0	2	2	0	1	2	1	0	3	2	1	2	0	1	1	2	1	1	1	1	1	1	2	2	1	2	1	2	1	1	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__;s__Lachnospiraceae bacterium TF01-11	5	1	2	0	2	1	0	0	2	0	0	0	2	1	1	0	0	1	7	0	1	0	0	1	0	1	3	2	2	1	1	0	0	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pasteurellales;f__Pasteurellaceae;g__Haemophilus;s__Haemophilus parainfluenzae	0	0	6	0	0	1	1	0	1	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	13	0	0	0	0	9	1	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Fournierella;s__Fournierella massiliensis	1	1	1	1	3	1	0	2	1	1	0	1	2	1	2	0	1	2	1	1	1	0	0	1	0	2	3	1	3	0	1	0	1	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__;g__;s__Clostridiales bacterium 1_7_47FAA	1	1	3	0	2	0	1	1	0	1	0	3	1	1	2	1	1	0	1	1	0	0	0	1	4	1	2	1	4	0	1	0	0	0
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Eggerthellales;f__Eggerthellaceae;g__Eggerthella;NA	1	1	3	3	0	0	0	1	0	1	0	1	0	1	2	5	2	0	0	0	0	1	0	0	0	5	1	1	1	0	2	0	1	0
k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Holdemania;s__Holdemania sp. Marseille-P2844	0	2	7	0	0	0	1	0	0	1	1	2	0	1	2	0	0	0	0	0	0	0	0	0	6	0	2	3	0	0	4	1	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__;s__Ruminococcaceae bacterium D5	0	0	0	0	1	4	0	3	1	0	0	4	1	0	0	0	0	3	0	6	2	0	0	1	0	0	3	4	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Phocea;s__Phocea massiliensis	1	2	1	0	4	1	0	1	1	2	2	1	1	0	2	0	0	1	1	0	0	0	2	1	4	1	1	1	1	0	1	0	1	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium sp. SS2/1	0	1	1	1	4	0	0	0	0	0	0	1	1	1	2	3	1	1	1	0	0	1	1	1	1	0	3	1	2	1	1	1	1	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ruminococcus;s__Ruminococcus champanellensis	0	1	0	0	2	0	0	0	16	0	0	2	3	1	0	0	0	2	0	0	1	0	0	0	0	2	1	0	1	0	1	0	0	0
