	MCTs01	MCTs03	MCTs04	MCTs05	MCTs06	MCTs07	MCTs08	MCTs09	MCTs10	MCTs13	MCTs14	MCTs15	MCTs16	MCTs18	MCTs19	MCTs20	MCTs21	MCTs22	MCTs23	MCTs24	MCTs25	MCTs26	MCTs27	MCTs28	MCTs29	MCTs31	MCTs32	MCTs33	MCTs34	MCTs35	MCTs36	MCTs37
MCTs15	0.8	0.818339100346	0.82332761578	0.805063291139	0.799136069114	0.804642166344	0.828389830508	0.823529411765	0.774678111588	0.768052516411	0.832692307692	0.0	0.828162291169	0.832310838446	0.79132231405	0.771153846154	0.769801980198	0.808917197452	0.831967213115	0.792494481236	0.830396475771	0.838114754098	0.772549019608	0.865979381443	0.809829059829	0.80042462845	0.839743589744	0.818363273453	0.786692759295	0.850490196078	0.813417190776	0.849699398798
MCTs16	0.775109170306	0.821292775665	0.804222648752	0.841359773371	0.782716049383	0.811563169165	0.74358974359	0.811004784689	0.76399026764	0.812351543943	0.772009029345	0.828162291169	0.0	0.804705882353	0.788863109049	0.758620689655	0.774011299435	0.814285714286	0.787081339713	0.78391959799	0.838709677419	0.833333333333	0.822175732218	0.818181818182	0.798053527981	0.716112531969	0.817733990148	0.824444444444	0.756696428571	0.836676217765	0.813679245283	0.81712962963
MCTs18	0.710261569416	0.761061946903	0.721818181818	0.768261964736	0.737885462555	0.742574257426	0.747252747253	0.720620842572	0.738197424893	0.728070175439	0.702702702703	0.832310838446	0.804705882353	0.0	0.740585774059	0.740882917466	0.711779448622	0.715555555556	0.70989010989	0.781857451404	0.704491725768	0.741379310345	0.729249011858	0.860349127182	0.809128630705	0.751072961373	0.758314855876	0.733887733888	0.78897338403	0.826086956522	0.772631578947	0.715217391304
MCTs19	0.775700934579	0.785714285714	0.772260273973	0.799522673031	0.777083333333	0.737354085603	0.744086021505	0.79633401222	0.771428571429	0.765072765073	0.805243445693	0.79132231405	0.788863109049	0.740585774059	0.0	0.781818181818	0.769230769231	0.704595185996	0.785858585859	0.82995951417	0.796573875803	0.818181818182	0.767354596623	0.839901477833	0.828685258964	0.788617886179	0.799163179916	0.826741996234	0.816363636364	0.847926267281	0.801204819277	0.755144032922
MCTs20	0.729390681004	0.749185667752	0.725619834711	0.767699115044	0.76493256262	0.787931034483	0.75390625	0.759615384615	0.743295019157	0.749034749035	0.777385159011	0.771153846154	0.758620689655	0.740882917466	0.781818181818	0.0	0.751072961373	0.750483558994	0.70297029703	0.770428015564	0.792156862745	0.783582089552	0.702554744526	0.843612334802	0.790960451977	0.727984344423	0.775828460039	0.698076923077	0.727436823105	0.843423799582	0.752873563218	0.784132841328
MCTs21	0.753846153846	0.818867924528	0.769080234834	0.804034582133	0.791767554479	0.758849557522	0.741116751269	0.7425	0.761445783133	0.777777777778	0.758465011287	0.769801980198	0.774011299435	0.711779448622	0.769230769231	0.751072961373	0.0	0.782608695652	0.772727272727	0.79012345679	0.815	0.813953488372	0.741150442478	0.825153374233	0.826291079812	0.72040302267	0.805896805897	0.767281105991	0.734831460674	0.874316939891	0.824480369515	0.774881516588
MCTs22	0.720081135903	0.754512635379	0.726102941176	0.762273901809	0.720454545455	0.793436293436	0.755555555556	0.73719376392	0.795833333333	0.738938053097	0.793713163065	0.808917197452	0.814285714286	0.715555555556	0.704595185996	0.750483558994	0.782608695652	0.0	0.714922048998	0.771618625277	0.731132075472	0.752173913043	0.741550695825	0.856777493606	0.735426008969	0.785562632696	0.761261261261	0.787449392713	0.787234042553	0.818858560794	0.783439490446	0.779411764706
MCTs23	0.704453441296	0.758436944938	0.730560578662	0.755102040816	0.742857142857	0.759295499022	0.749450549451	0.702702702703	0.721132897603	0.76017130621	0.754	0.831967213115	0.787081339713	0.70989010989	0.785858585859	0.70297029703	0.772727272727	0.714922048998	0.0	0.797008547009	0.736720554273	0.74623655914	0.721115537849	0.86	0.788583509514	0.747844827586	0.735294117647	0.683982683983	0.774566473988	0.825665859564	0.779874213836	0.803245436105
MCTs24	0.770916334661	0.82842287695	0.772151898734	0.81679389313	0.829424307036	0.804305283757	0.825806451613	0.765625	0.8	0.772626931567	0.8	0.792494481236	0.78391959799	0.781857451404	0.82995951417	0.770428015564	0.79012345679	0.771618625277	0.797008547009	0.0	0.787037037037	0.813559322034	0.786274509804	0.773371104816	0.809523809524	0.778993435449	0.776255707763	0.783783783784	0.778884462151	0.793733681462	0.802997858672	0.830927835052
MCTs25	0.75051975052	0.75	0.787934186472	0.769863013699	0.696821515892	0.802816901408	0.800904977376	0.801339285714	0.760180995475	0.729411764706	0.749464668094	0.830396475771	0.838709677419	0.704491725768	0.796573875803	0.792156862745	0.815	0.731132075472	0.736720554273	0.787037037037	0.0	0.73488372093	0.764344262295	0.879032258065	0.805369127517	0.84188034188	0.752997601918	0.765726681128	0.813121272366	0.859335038363	0.819565217391	0.772828507795
MCTs26	0.731075697211	0.757142857143	0.760638297872	0.769035532995	0.763043478261	0.777131782946	0.805907172996	0.78085106383	0.762711864407	0.73127753304	0.7624750499	0.838114754098	0.833333333333	0.741379310345	0.818181818182	0.783582089552	0.813953488372	0.752173913043	0.74623655914	0.813559322034	0.73488372093	0.0	0.794339622642	0.844387755102	0.810020876827	0.772823779193	0.788671023965	0.772819472617	0.770873786408	0.815724815725	0.79375	0.777083333333
MCTs27	0.743682310469	0.782258064516	0.734557595993	0.763636363636	0.763779527559	0.758992805755	0.754980079681	0.728370221328	0.761078998073	0.72745490982	0.754128440367	0.772549019608	0.822175732218	0.729249011858	0.767354596623	0.702554744526	0.741150442478	0.741550695825	0.721115537849	0.786274509804	0.764344262295	0.794339622642	0.0	0.864745011086	0.781007751938	0.79584120983	0.757575757576	0.740037950664	0.770870337478	0.834051724138	0.731610337972	0.814678899083
MCTs28	0.819444444444	0.879921259843	0.846774193548	0.837662337662	0.860824742268	0.869955156951	0.832446808511	0.85641025641	0.800524934383	0.80585106383	0.828978622328	0.865979381443	0.818181818182	0.860349127182	0.839901477833	0.843612334802	0.825153374233	0.856777493606	0.86	0.773371104816	0.879032258065	0.844387755102	0.864745011086	0.0	0.849350649351	0.849489795918	0.856	0.8779342723	0.86036036036	0.808724832215	0.84693877551	0.823529411765
MCTs29	0.791907514451	0.777183600713	0.793345008757	0.832923832924	0.743820224719	0.841417910448	0.811965811966	0.765350877193	0.83569979716	0.772234273319	0.84030418251	0.809829059829	0.798053527981	0.809128630705	0.828685258964	0.790960451977	0.826291079812	0.735426008969	0.788583509514	0.809523809524	0.805369127517	0.810020876827	0.781007751938	0.849350649351	0.0	0.816666666667	0.802631578947	0.814741035857	0.768774703557	0.805063291139	0.802105263158	0.839034205231
MCTs31	0.771760154739	0.799307958478	0.759786476868	0.833333333333	0.759299781182	0.73185483871	0.752212389381	0.782515991471	0.742980561555	0.773504273504	0.79766536965	0.80042462845	0.716112531969	0.751072961373	0.788617886179	0.727984344423	0.72040302267	0.785562632696	0.747844827586	0.778993435449	0.84188034188	0.772823779193	0.79584120983	0.849489795918	0.816666666667	0.0	0.831223628692	0.751552795031	0.712244897959	0.834951456311	0.79035639413	0.783783783784
MCTs32	0.725571725572	0.810619469027	0.752310536044	0.790026246719	0.786191536748	0.832692307692	0.80353200883	0.749430523918	0.758314855876	0.773333333333	0.79595959596	0.839743589744	0.817733990148	0.758314855876	0.799163179916	0.775828460039	0.805896805897	0.761261261261	0.735294117647	0.776255707763	0.752997601918	0.788671023965	0.757575757576	0.856	0.802631578947	0.831223628692	0.0	0.794605809129	0.796442687747	0.8165374677	0.769401330377	0.809725158562
MCTs33	0.769516728625	0.737302977233	0.743055555556	0.76213592233	0.775257731959	0.716242661448	0.818	0.761904761905	0.701492537313	0.760824742268	0.787593984962	0.818363273453	0.824444444444	0.733887733888	0.826741996234	0.698076923077	0.767281105991	0.787449392713	0.683982683983	0.783783783784	0.765726681128	0.772819472617	0.740037950664	0.8779342723	0.814741035857	0.751552795031	0.794605809129	0.0	0.670707070707	0.842465753425	0.801587301587	0.82982791587
MCTs34	0.789473684211	0.78013029316	0.769230769231	0.809734513274	0.773175542406	0.747252747253	0.774257425743	0.74297188755	0.723446893788	0.756916996047	0.817223198594	0.786692759295	0.756696428571	0.78897338403	0.816363636364	0.727436823105	0.734831460674	0.787234042553	0.774566473988	0.778884462151	0.813121272366	0.770873786408	0.770870337478	0.86036036036	0.768774703557	0.712244897959	0.796442687747	0.670707070707	0.0	0.836956521739	0.784615384615	0.812615955473
MCTs35	0.845824411135	0.863117870722	0.848659003831	0.775316455696	0.807594936709	0.841304347826	0.852941176471	0.847087378641	0.840095465394	0.798994974874	0.865217391304	0.850490196078	0.836676217765	0.826086956522	0.847926267281	0.843423799582	0.874316939891	0.818858560794	0.825665859564	0.793733681462	0.859335038363	0.815724815725	0.834051724138	0.808724832215	0.805063291139	0.834951456311	0.8165374677	0.842465753425	0.836956521739	0.0	0.794486215539	0.852112676056
MCTs36	0.776923076923	0.789198606272	0.78184991274	0.799007444169	0.786324786325	0.804554079696	0.777056277056	0.813278008299	0.787941787942	0.722222222222	0.791015625	0.813417190776	0.813679245283	0.772631578947	0.801204819277	0.752873563218	0.824480369515	0.783439490446	0.779874213836	0.802997858672	0.819565217391	0.79375	0.731610337972	0.84693877551	0.802105263158	0.79035639413	0.769401330377	0.801587301587	0.784615384615	0.794486215539	0.0	0.753191489362
MCTs37	0.766283524904	0.762323943662	0.780656303972	0.791154791155	0.761290322581	0.784761904762	0.75704989154	0.832997987928	0.776397515528	0.764830508475	0.738430583501	0.849699398798	0.81712962963	0.715217391304	0.755144032922	0.784132841328	0.774881516588	0.779411764706	0.803245436105	0.830927835052	0.772828507795	0.777083333333	0.814678899083	0.823529411765	0.839034205231	0.783783783784	0.809725158562	0.82982791587	0.812615955473	0.852112676056	0.753191489362	0.0
